Id,Make,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,CO2 Emissions(g/km),City,HighWay,Combination
15932,5.0,2.0,2.0,4.0,23.0,3.0,187,9.0,6.5,7.88
15933,15.0,11.0,2.5,4.0,13.0,3.0,212,11.7,9.0,10.49
15934,7.0,13.0,3.5,5.292000277527232,8.0,4.0,459,16.6,12.6,14.8
15935,8.0,0.0,2.5,5.0,22.0,3.0,218,10.2,8.6,9.48
15936,7.0,11.0,1.6,4.0,13.0,3.0,208,10.9,9.1,10.09
15937,7.0,11.0,1.5,4.0,13.0,3.0,201,9.9,7.2,8.69
15938,12.0,13.0,5.2,10.0,8.0,4.0,395,16.9,14.01,15.6
15939,3.0,1.0,2.0,4.0,15.0,4.0,218,12.71,9.0,11.03
15940,7.0,6.0,2.7,6.0,13.0,3.0,285,12.6,10.6,11.7
15941,1.0,0.0,2.5,4.0,23.0,4.0,303,19.42,11.8,15.97
15942,7.0,6.0,3.3,6.0,13.0,1.0,267,11.0,7.2,9.29
15943,20.0,2.0,1.8,4.0,20.0,3.0,165,10.9,7.9,9.55
15944,5.0,2.0,6.2,8.0,13.0,4.0,378,16.4,13.3,15.0
15945,7.0,11.0,2.0,4.0,15.0,3.0,238,12.0,8.3,10.33
15946,2.0,0.0,3.0,6.0,23.0,4.0,273,11.6,9.5,10.65
15947,17.0,9.0,2.0,5.292000277527232,17.0,3.0,195,8.4,7.8,8.13
15948,20.0,0.0,1.5,4.0,17.0,3.0,153,8.3,6.2,7.36
15949,15.0,0.0,2.0,4.0,13.0,3.0,155,7.8,9.137623176401432,7.58
15950,4.0,14.0,5.3,8.0,1.0,1.0,386,22.1,10.8,17.01
15951,19.0,11.0,2.0,5.292000277527232,15.0,3.0,214,11.7,7.3,9.72
15952,10.0,11.0,2.4,4.0,3.0,3.0,258,16.49,9.5,13.35
15953,5.0,2.0,3.6,6.0,2.0,3.0,258,18.8,12.8,16.1
15954,7.0,6.0,3.5,6.0,11.0,3.0,307,14.4,11.5,13.1
15955,20.0,8.0,1.8,4.0,17.0,3.0,172,12.1,9.0,11.013572964095445
15956,5.0,12.0,3.6,5.292000277527232,3.0,3.0,284,18.59,10.8,15.08
15957,3.0,2.0,3.6,6.0,15.0,4.0,324,20.4,15.6,18.24
15958,14.0,2.0,3.5,6.0,13.0,4.0,255,15.8,11.1,13.69
15959,4.0,10.0,2.0,4.0,15.0,4.0,225,9.2,6.8,8.12
15960,7.0,10.0,3.7,6.0,3.0,3.0,241,14.9,11.0,13.14
15961,14.0,12.0,5.7,8.0,15.0,4.0,404,18.6,14.5,16.8
15962,9.0,9.0,2.9777784042058384,5.292000277527232,20.0,3.0,196,8.8,7.9,8.39
15963,18.0,11.0,3.3,6.0,13.0,3.0,293,16.69,10.3,13.82
15964,15.0,0.0,2.0,4.0,13.0,3.0,199,9.8,9.137623176401432,8.63
15965,4.0,2.0,1.8,4.0,23.0,3.0,196,11.7,8.0,10.04
15966,2.0,9.0,2.0,4.0,15.0,3.0,127,4.2,8.8,6.27
15967,7.0,2.0,2.3,4.0,23.0,4.0,246,12.2,8.6,10.58
15968,7.0,2.0,2.0,4.0,13.0,3.0,226,10.6,7.1,9.0
15969,9.0,11.0,1.8,4.0,20.0,3.0,183,8.2,7.1,7.7
15970,17.0,5.0,2.5,4.0,2.0,3.0,294,16.2,10.9,13.81
15971,9.0,9.0,1.8,4.0,17.0,3.0,196,10.7,7.6,9.3
15972,14.0,0.0,2.0,4.0,15.0,4.0,203,10.2,9.137623176401432,8.9
15973,20.0,11.0,2.5,4.0,13.0,3.0,229,11.1,8.1,9.75
15974,19.0,11.0,2.0,4.0,15.0,3.0,217,12.544509425422014,7.1,8.42
15975,1.0,11.0,2.0,5.292000277527232,19.0,3.0,183,11.8,7.7,9.95
15976,4.0,12.0,3.6,6.0,6.0,3.0,285,13.8,10.0,12.09
15977,1.0,11.0,2.5,4.0,23.0,3.0,229,11.1,8.3,9.84
15978,8.0,11.0,2.0,4.0,13.0,4.0,243,12.544509425422014,10.6,11.43
15979,8.0,0.0,1.4,4.0,15.0,3.0,138,6.3,6.5,6.39
15980,2.0,0.0,2.0,4.0,15.0,4.0,202,8.5,6.3,7.51
15981,8.0,2.0,3.6,6.0,3.0,4.0,252,11.9,8.1,10.19
15982,2.0,11.0,3.0,6.0,15.0,4.0,237,12.3,9.0,10.81
15983,14.0,11.0,3.5,6.0,15.0,3.0,288,17.79,10.3,14.43
15984,9.0,11.0,3.5,6.0,2.0,3.0,274,6.1,7.5,6.73
15985,4.0,6.0,5.3,8.0,3.0,3.0,301,14.71,10.4,12.76
15986,11.0,9.0,1.6,4.0,23.0,3.0,214,11.8,7.4,9.82
15987,11.0,1.0,2.4,4.0,13.0,3.0,184,8.9,7.9,8.4
15988,7.0,0.0,2.0,4.0,13.0,1.0,177,8.0,5.9,7.06
15989,7.0,10.0,2.3,4.0,13.0,3.0,227,12.3,10.6,11.013572964095445
15990,7.0,7.0,2.0,4.0,15.0,3.0,213,9.2,6.0,7.76
15991,4.0,2.0,2.0,4.0,13.0,0.0,199,8.9,7.7,11.013572964095445
15992,19.0,9.0,3.0,6.0,13.0,3.0,249,11.8,10.8,11.35
15993,2.0,0.0,2.0,4.0,15.0,4.0,227,9.8,6.8,8.45
15994,18.0,2.0,2.0,4.0,13.0,3.0,199,12.8,7.6,10.46
15995,5.0,2.0,3.6,6.0,5.0,3.0,231,13.0,8.3,10.88
15996,7.0,6.0,2.9777784042058384,8.0,11.0,1.0,296,15.5,10.8,13.39
15997,2.0,2.0,2.9777784042058384,6.0,15.0,4.0,242,13.5,9.6,11.7
15998,17.0,4.0,3.5,6.0,17.0,3.0,262,13.7,10.5,12.26
15999,7.0,10.0,2.3,4.0,23.0,3.0,261,11.0,7.5,9.43
16000,2.0,10.0,3.0,6.0,8.0,4.0,297,17.61,11.3,14.77
16001,2.0,0.0,2.9777784042058384,5.292000277527232,23.0,4.0,337,14.0,10.1,11.013572964095445
16002,10.0,11.0,2.4,4.0,22.0,3.0,218,7.8,6.8,7.35
16003,16.0,0.0,2.9777784042058384,4.0,22.0,3.0,195,9.0,7.1,8.14
16004,19.0,2.0,2.0,4.0,15.0,3.0,185,8.3,6.4,7.45
16005,8.0,0.0,2.0,4.0,23.0,4.0,189,14.01,9.6,12.02
16006,20.0,5.0,3.5,6.0,13.0,3.0,273,12.544509425422014,9.137623176401432,11.02
16007,18.0,0.0,1.6,4.0,8.0,3.0,195,10.6,8.5,9.66
16008,1.0,9.0,2.5,4.0,23.0,4.0,301,16.6,11.2,14.17
16009,15.0,11.0,3.7,6.0,13.0,3.0,304,16.6,11.3,14.21
16010,5.0,1.0,6.4,8.0,5.0,4.0,323,18.2,12.0,15.41
16011,5.0,1.0,5.7,8.0,2.0,3.0,298,19.01,13.1,16.35
16012,10.0,11.0,2.0,4.0,6.0,3.0,206,12.2,12.8,12.47
16013,7.0,1.0,3.5,6.0,13.0,3.0,273,12.544509425422014,10.7,12.9
16014,7.0,6.0,2.3,4.0,11.0,3.0,258,16.4,8.3,12.75
16015,4.0,0.0,1.6,5.292000277527232,23.0,3.0,154,8.4,6.2,7.41
16016,8.0,2.0,1.8,4.0,3.0,3.0,191,10.1,7.4,8.88
16017,8.0,9.0,1.8,4.0,22.0,3.0,190,10.4,7.5,9.09
16018,2.0,11.0,2.0,4.0,15.0,4.0,203,13.5,8.0,11.03
16019,9.0,1.0,2.9777784042058384,4.0,20.0,4.0,173,10.5,7.3,9.06
16020,4.0,5.0,2.5,4.0,23.0,3.0,258,17.21,8.5,13.28
16021,5.0,1.0,2.9777784042058384,6.0,5.0,3.0,231,10.7,8.4,9.66
16022,17.0,9.0,2.0,4.0,21.0,3.0,194,7.2,7.9,7.5
16023,2.0,12.0,4.4,8.0,15.0,4.0,333,14.6,12.0,13.43
16024,2.0,11.0,3.0,6.0,15.0,4.0,250,14.41,9.1,12.0
16025,2.0,0.0,3.0,6.0,8.0,4.0,312,14.1,9.1,11.85
16026,4.0,11.0,3.6,6.0,3.0,3.0,294,11.6,8.2,10.07
16027,2.0,11.0,2.0,4.0,15.0,4.0,236,11.7,8.3,10.17
16028,7.0,6.0,3.5,6.0,3.0,3.0,317,19.1,12.9,16.3
16029,4.0,12.0,5.3,8.0,3.0,1.0,334,24.2,11.9,18.67
16030,20.0,12.0,4.0,6.0,12.0,3.0,301,15.2,10.9,13.26
16031,3.0,12.0,6.2,5.292000277527232,0.0,4.0,418,17.4,10.6,14.35
16032,20.0,0.0,1.5,4.0,17.0,3.0,172,9.3,7.1,11.013572964095445
16033,7.0,7.0,2.5,4.0,13.0,3.0,233,13.7,8.2,11.22
16034,4.0,6.0,5.3,8.0,5.0,3.0,352,19.11,14.3,11.013572964095445
16035,20.0,4.0,3.5,6.0,13.0,3.0,281,11.4,9.137623176401432,11.22
16036,11.0,1.0,5.0,8.0,15.0,4.0,337,10.9,10.8,10.85
16037,3.0,2.0,2.0,4.0,15.0,4.0,219,9.6,8.4,9.06
16038,2.0,1.0,3.0,6.0,5.0,4.0,204,12.544509425422014,8.1,10.36
16039,17.0,13.0,3.7,6.0,23.0,4.0,266,22.99,8.7,16.57
16040,14.0,10.0,5.0,8.0,15.0,4.0,316,11.4,10.9,11.2
16041,10.0,11.0,2.9777784042058384,4.0,22.0,3.0,228,10.4,8.4,9.5
16042,11.0,1.0,3.3,6.0,15.0,3.0,230,9.0,6.9,8.06
16043,4.0,6.0,5.3,8.0,3.0,3.0,362,12.544509425422014,12.3,14.5
16044,10.0,11.0,1.4,4.0,23.0,3.0,200,10.6,7.6,9.25
16045,3.0,11.0,3.6,6.0,15.0,3.0,234,12.544509425422014,8.6,11.1
16046,20.0,6.0,5.7,8.0,13.0,3.0,385,13.2,11.6,12.48
16047,17.0,11.0,2.5,5.292000277527232,17.0,3.0,196,9.4,7.3,8.45
16048,1.0,0.0,2.5,4.0,22.0,4.0,244,15.8,9.6,13.01
16049,11.0,2.0,1.8,4.0,3.0,3.0,187,9.3,7.7,8.58
16050,19.0,11.0,3.0,6.0,13.0,3.0,271,17.7,10.4,14.41
16051,20.0,5.0,2.9777784042058384,4.0,1.0,3.0,256,11.5,9.5,10.6
16052,17.0,11.0,3.5,6.0,17.0,3.0,260,11.0,8.7,9.96
16053,7.0,6.0,2.7,6.0,11.0,3.0,248,12.11,8.4,10.44
16054,20.0,11.0,2.9777784042058384,6.0,15.0,3.0,241,10.2,6.9,8.72
16055,15.0,11.0,2.5,4.0,13.0,3.0,238,11.5,8.4,10.11
16056,4.0,5.0,3.6,6.0,3.0,3.0,272,18.5,10.3,14.81
16057,4.0,0.0,2.9777784042058384,4.0,23.0,3.0,169,10.5,7.4,9.11
16058,9.0,9.0,1.8,4.0,17.0,3.0,190,10.1,6.8,8.62
16059,8.0,11.0,2.9777784042058384,5.292000277527232,13.0,4.0,240,11.4,8.8,10.23
16060,4.0,0.0,6.2,8.0,13.0,4.0,302,12.544509425422014,11.3,14.27
16061,18.0,1.0,5.0,8.0,15.0,4.0,338,16.3,10.6,13.74
16062,7.0,12.0,3.5,6.0,13.0,3.0,327,22.68,10.91,17.38
16063,7.0,7.0,2.0,4.0,15.0,3.0,229,12.2,10.5,11.44
16064,11.0,4.0,3.3,6.0,13.0,3.0,317,14.9,9.7,12.56
16065,2.0,10.0,2.0,4.0,15.0,4.0,205,13.19,10.7,12.08
16066,2.0,2.0,4.4,8.0,23.0,4.0,330,14.9,11.3,13.28
16067,17.0,0.0,1.6,5.292000277527232,17.0,3.0,170,8.5,7.2,7.92
16068,7.0,6.0,5.0,5.292000277527232,13.0,3.0,325,14.3,11.2,12.9
16069,13.0,12.0,5.0,5.292000277527232,15.0,1.0,374,18.3,10.7,14.88
16070,14.0,2.0,3.5,6.0,15.0,4.0,231,9.9,9.4,9.68
16071,16.0,0.0,2.9777784042058384,4.0,22.0,3.0,182,10.4,6.2,8.51
16072,9.0,9.0,1.8,4.0,17.0,3.0,127,11.2,6.7,9.17
16073,17.0,2.0,1.6,4.0,20.0,4.0,214,7.1,6.6,6.88
16074,8.0,0.0,2.0,4.0,23.0,4.0,206,10.1,7.7,9.02
16075,7.0,14.0,4.6,8.0,1.0,3.0,363,12.544509425422014,15.11,17.46
16076,20.0,0.0,2.0,4.0,18.0,3.0,151,9.8,7.3,8.68
16077,0.0,0.0,2.4,4.0,9.0,4.0,196,10.8,7.5,9.32
16078,2.0,10.0,3.0,6.0,15.0,4.0,224,11.1,7.5,9.48
16079,8.0,0.0,2.0,4.0,22.0,3.0,212,10.3,7.8,9.18
16080,5.0,11.0,3.6,6.0,3.0,3.0,293,15.5,10.6,13.29
16081,18.0,2.0,2.0,4.0,3.0,3.0,186,16.39,8.2,12.71
16082,4.0,10.0,2.9777784042058384,4.0,17.0,3.0,160,7.2,8.0,7.56
16083,2.0,12.0,2.9777784042058384,6.0,15.0,0.0,242,21.1,10.2,16.2
16084,17.0,13.0,3.7,6.0,23.0,4.0,303,9.7,8.4,9.12
16085,20.0,0.0,1.5,5.292000277527232,17.0,3.0,161,10.7,7.1,9.08
16086,4.0,10.0,1.4,4.0,17.0,3.0,176,8.2,5.6,7.03
16087,2.0,0.0,3.0,6.0,15.0,4.0,217,11.0,9.137623176401432,9.74
16088,17.0,11.0,2.5,4.0,17.0,3.0,192,12.41,7.5,10.19
16089,10.0,11.0,2.4,4.0,6.0,3.0,229,12.0,8.9,10.6
16090,9.0,13.0,1.5,4.0,23.0,3.0,178,9.2,6.5,7.99
16091,14.0,2.0,4.6,8.0,15.0,4.0,355,14.7,11.0,13.04
16092,14.0,2.0,3.5,6.0,13.0,4.0,262,12.7,12.6,12.65
16093,18.0,11.0,2.0,4.0,23.0,3.0,243,21.8,12.4,17.57
16094,10.0,11.0,3.2,6.0,6.0,3.0,270,12.544509425422014,8.8,10.62
16095,17.0,13.0,3.7,6.0,14.0,4.0,257,11.3,8.1,9.86
16096,4.0,11.0,2.9777784042058384,4.0,13.0,3.0,211,11.0,7.0,9.2
16097,8.0,0.0,1.8,4.0,22.0,3.0,200,8.6,7.6,8.15
16098,14.0,0.0,2.0,4.0,15.0,4.0,204,9.2,8.2,8.75
16099,5.0,1.0,3.6,6.0,5.0,3.0,231,10.4,8.3,9.46
16100,18.0,2.0,1.6,4.0,17.0,3.0,159,8.3,6.2,7.36
16101,7.0,10.0,2.3,4.0,23.0,3.0,226,11.7,8.3,10.17
16102,18.0,1.0,2.4,4.0,13.0,3.0,202,10.7,8.3,9.62
16103,11.0,11.0,2.4,4.0,3.0,3.0,224,9.7,8.0,8.93
16104,5.0,2.0,5.7,8.0,23.0,3.0,331,15.2,12.7,14.08
16105,19.0,8.0,2.0,4.0,15.0,4.0,216,11.4,8.1,9.91
16106,10.0,11.0,2.4,4.0,17.0,3.0,250,12.4,9.3,11.0
16107,15.0,0.0,2.9777784042058384,4.0,23.0,3.0,141,7.2,5.5,6.43
16108,17.0,0.0,1.6,4.0,22.0,3.0,189,8.8,7.0,11.013572964095445
16109,16.0,0.0,2.4,4.0,22.0,3.0,222,11.9,7.8,10.05
16110,4.0,13.0,6.2,8.0,24.0,4.0,282,12.9,11.3,12.18
16111,2.0,1.0,4.4,8.0,15.0,4.0,299,5.1,12.8,11.013572964095445
16112,7.0,6.0,5.0,8.0,11.0,1.0,341,16.39,10.0,13.52
16113,10.0,11.0,2.9777784042058384,4.0,22.0,3.0,224,11.0,8.9,10.05
16114,20.0,12.0,5.7,8.0,13.0,3.0,359,12.9,10.9,12.0
16115,11.0,11.0,2.4,4.0,13.0,3.0,242,11.8,8.5,10.32
16116,4.0,12.0,3.6,6.0,3.0,3.0,337,18.2,10.9,14.9
16117,1.0,11.0,2.5,4.0,19.0,3.0,198,10.8,7.3,9.23
16118,2.0,0.0,3.0,6.0,15.0,4.0,223,9.2,8.1,8.7
16119,17.0,9.0,2.9777784042058384,4.0,23.0,4.0,194,10.1,7.3,8.84
16120,4.0,11.0,2.9777784042058384,4.0,3.0,3.0,203,9.5,6.6,8.19
16121,3.0,1.0,2.9777784042058384,6.0,13.0,3.0,246,16.39,9.8,13.43
16122,10.0,11.0,1.4,4.0,23.0,3.0,210,10.8,9.4,10.17
16123,4.0,10.0,1.4,4.0,17.0,3.0,176,8.8,7.6,8.26
16124,2.0,10.0,2.9777784042058384,5.292000277527232,15.0,4.0,290,14.3,10.0,12.36
16125,9.0,2.0,2.4,4.0,17.0,3.0,169,9.9,9.137623176401432,8.73
16126,20.0,12.0,3.5,6.0,15.0,3.0,244,9.4,7.8,8.68
16127,7.0,12.0,3.5,6.0,13.0,3.0,325,19.3,14.6,17.18
16128,17.0,6.0,5.6,5.292000277527232,2.0,3.0,365,19.0,17.29,18.23
16129,10.0,11.0,2.4,4.0,6.0,3.0,212,9.1,8.4,8.79
16130,20.0,12.0,3.5,6.0,15.0,3.0,248,12.544509425422014,6.4,8.71
16131,7.0,10.0,3.7,6.0,13.0,3.0,232,11.2,9.7,10.5
16132,11.0,9.0,1.6,4.0,8.0,3.0,189,9.8,9.137623176401432,9.35
16133,18.0,11.0,2.4,4.0,15.0,3.0,222,9.7,9.2,9.48
16134,17.0,2.0,1.8,4.0,23.0,3.0,184,9.3,7.0,8.3
16135,4.0,6.0,5.3,8.0,3.0,1.0,298,18.8,9.137623176401432,16.64
16136,2.0,12.0,4.4,8.0,15.0,4.0,381,15.5,10.6,13.3
16137,3.0,2.0,3.6,6.0,15.0,3.0,246,13.4,7.7,10.84
16138,4.0,10.0,2.0,4.0,23.0,4.0,235,10.3,8.4,9.44
16139,14.0,12.0,4.6,8.0,13.0,4.0,365,22.21,14.31,18.64
16140,20.0,2.0,2.9777784042058384,6.0,13.0,3.0,216,9.9,8.0,9.04
16141,9.0,6.0,3.5,6.0,16.0,3.0,273,13.1,8.6,11.07
16142,4.0,14.0,4.3,6.0,1.0,3.0,424,20.92,12.9,17.3
16143,20.0,5.0,3.5,6.0,23.0,3.0,347,17.5,10.7,14.43
16144,4.0,0.0,1.8,4.0,22.0,3.0,186,10.91,7.2,9.23
16145,2.0,10.0,4.4,8.0,8.0,4.0,393,20.28,13.3,17.15
16146,14.0,2.0,3.5,6.0,18.0,4.0,211,10.6,6.2,8.62
16147,2.0,10.0,2.0,4.0,15.0,4.0,207,7.8,7.2,7.53
16148,7.0,7.0,1.6,4.0,13.0,3.0,217,12.4,7.4,10.15
16149,20.0,2.0,3.5,5.292000277527232,13.0,3.0,226,14.1,9.7,12.12
16150,11.0,1.0,3.3,6.0,15.0,3.0,232,8.9,8.2,8.58
16151,17.0,13.0,3.7,6.0,14.0,3.0,283,16.99,9.4,13.58
16152,4.0,6.0,5.3,8.0,0.0,3.0,356,21.8,9.9,16.45
16153,4.0,12.0,5.3,8.0,3.0,3.0,330,12.544509425422014,11.1,12.91
16154,4.0,15.0,5.3,8.0,1.0,1.0,421,17.8,12.1,15.24
16155,7.0,10.0,2.9777784042058384,8.0,23.0,4.0,362,14.49,11.1,12.97
16156,4.0,15.0,6.0,8.0,3.0,3.0,449,12.544509425422014,13.2,17.11
16157,12.0,13.0,5.2,10.0,8.0,4.0,449,23.5,17.3,20.7
16158,20.0,11.0,2.7,4.0,13.0,3.0,239,8.6,6.2,7.5
16159,7.0,11.0,2.0,4.0,13.0,3.0,242,12.5,7.6,10.29
16160,1.0,11.0,2.9777784042058384,4.0,21.0,3.0,193,9.4,7.6,8.59
16161,17.0,13.0,3.7,6.0,14.0,4.0,246,10.9,12.0,11.39
16162,5.0,12.0,3.6,6.0,5.0,3.0,282,15.2,11.0,13.32
16163,11.0,0.0,2.9777784042058384,4.0,13.0,3.0,202,10.0,7.0,8.65
16164,4.0,12.0,3.6,6.0,3.0,3.0,345,16.4,13.3,15.0
16165,7.0,7.0,2.5,4.0,13.0,3.0,259,14.99,7.6,11.7
16166,2.0,10.0,4.4,8.0,8.0,4.0,364,19.3,9.137623176401432,15.82
16167,2.0,0.0,3.0,6.0,8.0,4.0,319,12.41,11.4,11.95
16168,20.0,0.0,1.5,4.0,17.0,3.0,174,8.8,9.137623176401432,8.08
16169,7.0,10.0,5.0,8.0,23.0,3.0,354,12.544509425422014,11.2,16.6
16170,9.0,0.0,1.5,4.0,23.0,3.0,177,8.6,6.2,11.013572964095445
16171,5.0,1.0,6.4,8.0,5.0,4.0,333,13.5,11.0,12.37
16172,15.0,2.0,2.5,5.292000277527232,13.0,3.0,182,11.0,7.5,9.43
16173,4.0,10.0,6.2,8.0,11.0,4.0,297,25.51,10.5,18.76
16174,7.0,11.0,2.0,4.0,13.0,3.0,235,15.5,10.1,13.07
16175,10.0,11.0,3.6,6.0,2.0,3.0,332,14.49,10.7,12.8
16176,1.0,0.0,2.5,4.0,23.0,3.0,298,20.0,11.0,15.95
16177,7.0,12.0,3.5,5.292000277527232,13.0,3.0,423,29.4,14.4,22.62
16178,11.0,2.0,2.0,4.0,23.0,3.0,189,8.5,6.6,7.6
16179,4.0,6.0,3.0,6.0,0.0,0.0,253,11.3,8.9,10.22
16180,17.0,12.0,2.9777784042058384,4.0,17.0,3.0,215,10.6,8.5,9.65
16181,7.0,15.0,3.5,6.0,13.0,3.0,404,12.544509425422014,16.4,18.38
16182,11.0,2.0,2.0,5.292000277527232,7.0,3.0,173,10.1,7.0,8.7
16183,0.0,11.0,3.5,6.0,13.0,4.0,257,13.4,11.6,12.59
16184,5.0,2.0,5.7,8.0,23.0,4.0,333,14.6,9.5,12.3
16185,5.0,2.0,2.9777784042058384,8.0,5.0,4.0,330,23.58,12.8,18.73
16186,15.0,2.0,2.5,4.0,13.0,3.0,180,10.7,9.137623176401432,9.44
16187,6.0,11.0,1.4,4.0,3.0,3.0,208,13.11,10.8,12.06
16188,20.0,5.0,2.7,4.0,13.0,3.0,269,13.0,11.2,12.19
16189,5.0,4.0,3.6,6.0,3.0,3.0,267,14.4,13.19,13.85
16190,17.0,5.0,2.9777784042058384,4.0,2.0,3.0,310,15.5,11.0,13.47
16191,1.0,11.0,2.0,4.0,23.0,3.0,221,10.3,7.6,9.08
16192,11.0,1.0,2.0,4.0,13.0,3.0,199,7.0,8.2,7.54
16193,18.0,11.0,3.3,5.292000277527232,13.0,3.0,285,15.6,9.9,13.04
16194,20.0,2.0,2.5,4.0,17.0,3.0,161,4.5,7.3,5.76
16195,20.0,5.0,3.5,6.0,23.0,3.0,347,18.0,19.6,18.73
16196,17.0,11.0,3.5,6.0,17.0,3.0,238,10.5,7.4,9.1
16197,5.0,1.0,5.7,5.292000277527232,2.0,3.0,334,16.5,11.3,14.16
16198,3.0,2.0,2.0,4.0,13.0,4.0,216,11.6,12.5,12.01
16199,17.0,2.0,2.5,5.292000277527232,17.0,3.0,96,8.2,6.4,7.39
16200,18.0,2.0,2.0,4.0,17.0,3.0,159,7.3,6.9,7.1
16201,7.0,6.0,2.9777784042058384,6.0,3.0,1.0,286,13.4,11.2,12.41
16202,19.0,11.0,3.0,6.0,13.0,3.0,272,18.0,8.9,13.9
16203,3.0,12.0,6.2,8.0,3.0,1.0,352,12.544509425422014,13.19,18.0
16204,14.0,2.0,3.5,5.292000277527232,21.0,4.0,115,4.2,6.6,5.28
16205,20.0,12.0,4.0,6.0,12.0,3.0,331,15.9,14.31,15.18
16206,20.0,12.0,3.5,6.0,13.0,3.0,191,8.2,7.0,11.013572964095445
16207,5.0,1.0,6.4,8.0,5.0,4.0,338,15.9,9.2,12.88
16208,2.0,2.0,4.4,8.0,15.0,4.0,295,12.6,8.7,10.84
16209,9.0,9.0,1.5,4.0,13.0,3.0,176,4.9,7.3,5.98
16210,9.0,1.0,1.5,4.0,20.0,3.0,172,11.2,7.8,9.67
16211,17.0,11.0,3.5,6.0,17.0,3.0,254,11.4,7.5,9.64
16212,4.0,12.0,5.3,8.0,3.0,3.0,336,13.5,10.7,12.24
16213,18.0,1.0,5.0,8.0,15.0,4.0,367,14.5,9.137623176401432,11.013572964095445
16214,20.0,2.0,1.8,4.0,17.0,3.0,170,10.0,8.0,11.013572964095445
16215,18.0,1.0,1.6,4.0,8.0,3.0,182,12.544509425422014,7.9,8.6
16216,20.0,11.0,2.5,4.0,15.0,3.0,186,9.7,6.6,8.31
16217,2.0,12.0,4.4,8.0,15.0,4.0,347,19.2,10.9,15.46
16218,7.0,6.0,2.7,6.0,13.0,3.0,263,11.3,8.1,9.86
16219,4.0,12.0,5.3,8.0,3.0,3.0,334,22.19,11.2,17.25
16220,8.0,0.0,1.8,4.0,22.0,3.0,192,11.0,7.5,9.43
16221,20.0,11.0,2.9777784042058384,4.0,13.0,3.0,219,8.4,7.3,7.91
16222,16.0,11.0,2.0,4.0,19.0,3.0,213,10.7,5.8,8.49
16223,20.0,6.0,5.7,8.0,13.0,3.0,390,17.3,11.8,14.82
16224,18.0,11.0,2.0,4.0,3.0,3.0,289,14.5,13.5,14.05
16225,17.0,6.0,2.9777784042058384,8.0,14.0,3.0,339,20.51,10.7,16.09
16226,0.0,11.0,2.0,4.0,11.0,4.0,240,11.2,10.1,10.71
16227,15.0,0.0,2.0,4.0,23.0,3.0,164,9.6,8.1,8.93
16228,2.0,10.0,3.0,6.0,23.0,4.0,251,10.6,8.8,9.79
16229,3.0,2.0,2.0,5.292000277527232,15.0,4.0,224,10.9,8.6,9.86
16230,5.0,1.0,5.7,8.0,2.0,3.0,325,16.9,10.5,14.02
16231,19.0,0.0,2.0,4.0,15.0,3.0,221,10.8,7.3,9.23
16232,9.0,11.0,1.5,4.0,17.0,3.0,180,9.4,7.4,8.5
16233,3.0,0.0,3.6,6.0,23.0,4.0,319,5.5,10.1,7.57
16234,5.0,12.0,3.6,5.292000277527232,5.0,3.0,289,11.7,7.3,9.72
16235,20.0,6.0,4.6,8.0,13.0,3.0,393,14.5,9.6,11.013572964095445
16236,20.0,2.0,2.5,4.0,13.0,3.0,194,9.7,8.0,8.94
16237,14.0,2.0,3.5,6.0,13.0,4.0,244,13.1,9.6,11.52
16238,3.0,1.0,3.6,6.0,13.0,3.0,259,19.0,9.9,14.9
16239,9.0,13.0,1.5,4.0,20.0,3.0,163,10.1,6.9,8.66
16240,7.0,12.0,3.5,6.0,11.0,3.0,326,20.5,11.8,16.59
16241,17.0,6.0,5.6,8.0,2.0,3.0,406,15.5,12.71,14.24
16242,2.0,11.0,2.0,4.0,15.0,4.0,205,9.6,8.0,8.88
16243,7.0,2.0,1.5,4.0,13.0,3.0,206,11.5,7.7,9.79
16244,7.0,10.0,5.0,8.0,23.0,3.0,300,15.8,11.2,13.73
16245,10.0,11.0,2.4,4.0,6.0,1.0,227,10.3,7.7,9.13
16246,10.0,11.0,2.4,4.0,23.0,3.0,229,11.8,8.4,11.013572964095445
16247,4.0,11.0,1.4,4.0,13.0,3.0,186,8.7,7.9,8.3
16248,2.0,2.0,2.0,4.0,5.0,4.0,209,11.6,8.0,9.98
16249,19.0,0.0,2.0,4.0,15.0,4.0,229,11.2,8.6,10.03
16250,7.0,1.0,3.5,6.0,13.0,1.0,244,13.5,8.1,11.1
16251,18.0,2.0,2.9777784042058384,4.0,23.0,3.0,188,9.2,5.9,7.72
16252,12.0,13.0,5.2,10.0,8.0,4.0,398,17.0,9.7,13.71
16253,9.0,1.0,1.5,4.0,23.0,3.0,199,12.5,10.5,11.6
16254,2.0,11.0,3.0,6.0,15.0,4.0,240,12.0,8.5,10.43
16255,8.0,0.0,2.9777784042058384,4.0,23.0,3.0,210,10.0,8.0,9.1
16256,2.0,0.0,2.0,4.0,15.0,4.0,202,10.8,6.7,8.95
16257,4.0,6.0,5.3,8.0,3.0,3.0,332,15.0,8.9,12.25
16258,4.0,6.0,4.3,5.292000277527232,3.0,3.0,361,20.8,13.5,17.52
16259,6.0,3.0,2.9777784042058384,4.0,3.0,3.0,208,11.1,9.137623176401432,11.013572964095445
